BookingID,Date,TeeTime,Course,Players,GreenFee,CartFee,FandB,TotalRevenue,BookingSource,CustomerType,Cancelled,Weather
TN000515,2025-03-16,08:50:00,Monument,3,279.81,102.4,123.0,1064.83,Online,Public,No,Clear
TN000516,2025-05-17,14:40:00,Monument,3,105.04,90.27,132.4,537.79,Online,Public,No,Clear
TN000517,2025-05-11,07:10:00,Monument,4,130.63,124.75,0.0,647.27,Phone,Member,No,Clear
TN000518,2025-02-02,11:20:00,Pinnacle,2,269.38,70.36,36.31,645.43,Phone,Public,No,Cloudy
TN000519,2025-06-15,14:50:00,Monument,2,100.75,59.57,98.2,359.27,Walk-up,Public,No,Cloudy
TN000520,2025-07-11,11:20:00,Monument,4,102.96,124.41,0.0,536.25,Online,Member,No,Cloudy
TN000521,2025-05-31,06:50:00,Monument,3,147.0,99.58,97.53,638.11,Concierge,ResortGuest,No,Clear
TN000522,2025-02-08,15:30:00,Pinnacle,3,202.28,91.21,58.94,756.99,Walk-up,Public,No,Clear
TN000523,2025-03-23,11:10:00,Pinnacle,4,238.24,134.79,0.0,1087.75,Phone,ResortGuest,No,Clear
TN000524,2025-04-24,15:50:00,Monument,1,162.35,40.0,0.0,202.35,Phone,Public,No,Clear
TN000525,2025-11-14,11:30:00,Monument,3,248.78,103.49,188.69,1038.52,Phone,Public,No,Clear
TN000526,2025-01-26,14:30:00,Monument,2,166.64,60.69,0.0,393.97,Online,ResortGuest,No,Cloudy
TN000527,2025-12-02,06:30:00,Monument,3,256.84,104.14,0.0,874.66,Concierge,ResortGuest,No,Clear
TN000528,2025-11-03,08:40:00,Monument,3,249.26,95.8,0.0,843.58,Online,Member,No,Clear
TN000529,2025-01-24,10:00:00,Monument,3,278.29,99.89,160.7,1095.46,Online,Public,No,Clear
TN000530,2025-02-27,09:00:00,Monument,4,253.06,136.5,0.0,1148.74,Concierge,ResortGuest,No,Clear
TN000531,2025-06-08,06:50:00,Pinnacle,2,164.98,66.55,0.0,396.51,Online,Public,No,Clear
TN000532,2025-09-27,08:50:00,Monument,4,132.15,132.58,0.0,661.18,Online,ResortGuest,No,Cloudy
TN000533,2025-07-27,13:30:00,Pinnacle,3,96.09,95.09,143.36,526.72,Online,Member,No,Cloudy
TN000534,2025-06-10,12:00:00,Monument,4,129.25,138.74,80.26,736.0,Online,Public,No,Windy
TN000535,2025-11-29,06:50:00,Monument,3,221.66,91.56,0.0,756.54,Phone,Member,No,Windy
TN000536,2025-11-05,09:30:00,Monument,4,276.63,137.01,0.0,1243.53,Walk-up,Public,No,Clear
TN000537,2025-03-18,09:50:00,Pinnacle,2,195.89,62.61,78.12,532.51,Online,Member,No,Clear
TN000538,2025-11-30,06:30:00,Pinnacle,4,281.54,131.78,161.76,1419.7,Concierge,ResortGuest,No,Clear
TN000539,2025-12-23,09:00:00,Pinnacle,4,233.9,128.14,0.0,1063.74,Walk-up,Member,No,Clear
TN000540,2025-03-24,11:10:00,Pinnacle,4,224.41,134.26,79.35,1111.25,Online,ResortGuest,No,Clear
TN000541,2025-07-19,08:40:00,Monument,4,166.51,140.01,223.15,1029.2,Online,Public,No,Clear
TN000542,2025-08-19,06:30:00,Monument,3,151.95,105.73,0.0,561.58,Online,Public,No,Clear
TN000543,2025-04-09,12:20:00,Pinnacle,3,190.65,101.5,67.23,740.68,Online,Public,No,Clear
TN000544,2025-10-26,07:10:00,Monument,4,169.35,125.48,160.43,963.31,Phone,Member,No,Clear
TN000545,2025-06-08,14:20:00,Monument,4,93.6,125.11,0.0,499.51,Phone,ResortGuest,No,Rain
TN000546,2025-03-10,15:00:00,Monument,4,161.59,119.31,249.47,1015.14,Online,ResortGuest,No,Clear
TN000547,2025-08-30,14:50:00,Monument,3,104.59,89.26,0.0,0.0,Online,Public,Yes,Clear
TN000548,2025-11-09,06:40:00,Pinnacle,4,307.87,135.69,112.33,1479.5,Online,Public,No,Clear
TN000549,2025-12-21,08:00:00,Pinnacle,2,319.44,65.61,0.0,704.49,Online,Public,No,Clear
TN000550,2025-12-07,10:30:00,Monument,2,273.59,69.19,79.85,696.22,Online,Public,No,Clear
TN000551,2025-12-11,06:30:00,Pinnacle,3,243.83,92.3,0.0,823.79,Online,Member,No,Cloudy
TN000552,2025-12-09,08:00:00,Pinnacle,4,229.64,128.19,124.56,1171.31,Walk-up,Member,No,Clear
TN000553,2025-08-01,12:30:00,Pinnacle,3,126.93,103.29,74.99,559.07,Online,Public,No,Clear
TN000554,2025-02-23,12:50:00,Pinnacle,2,211.9,66.53,115.66,605.99,Online,Public,No,Clear
TN000555,2025-03-16,10:20:00,Pinnacle,4,196.18,122.0,254.13,1160.85,Online,Member,No,Cloudy
TN000556,2025-03-02,08:00:00,Monument,3,275.29,98.73,0.0,924.6,Phone,Public,No,Cloudy
TN000557,2025-09-17,10:10:00,Pinnacle,2,135.65,68.21,0.0,339.51,Online,Public,No,Cloudy
TN000558,2025-01-11,08:50:00,Monument,3,238.44,97.04,0.0,812.36,Online,Member,No,Cloudy
TN000559,2025-12-06,09:00:00,Monument,3,295.98,104.82,127.3,1120.06,Online,Public,No,Clear
TN000560,2025-12-08,07:00:00,Monument,2,234.6,62.97,0.0,532.17,Online,Member,No,Clear
TN000561,2025-03-16,06:50:00,Monument,4,228.69,129.77,82.97,1127.5,Phone,Member,No,Cloudy
TN000562,2025-11-22,09:30:00,Pinnacle,3,212.57,94.04,0.0,731.75,Phone,Member,No,Clear
TN000563,2025-06-07,15:30:00,Monument,4,85.0,109.79,0.0,449.79,Phone,Member,No,Clear
TN000564,2025-08-23,07:30:00,Monument,3,146.59,99.39,141.65,680.81,Online,Public,No,Clear
TN000565,2025-12-19,12:50:00,Pinnacle,2,214.6,67.57,0.0,496.77,Online,Public,No,Clear
TN000566,2025-07-24,08:30:00,Pinnacle,4,119.36,122.04,136.75,736.23,Online,Member,No,Clear
TN000567,2025-01-11,08:20:00,Pinnacle,3,255.68,94.95,0.0,861.99,Walk-up,Member,No,Clear
TN000568,2025-01-04,11:20:00,Monument,4,227.54,126.85,137.14,1174.15,Sales/Events,Group,No,Clear
TN000569,2025-03-22,13:20:00,Monument,3,184.82,102.52,135.66,792.64,Online,ResortGuest,No,Cloudy
TN000570,2025-11-29,08:20:00,Monument,2,320.69,69.54,97.4,808.32,Phone,Public,No,Clear
TN000571,2025-06-23,08:50:00,Pinnacle,4,143.87,122.69,0.0,698.17,Online,Group,No,Clear
TN000572,2025-05-01,07:00:00,Pinnacle,2,161.93,70.69,120.29,514.84,Online,Public,No,Clear
TN000573,2025-12-08,13:10:00,Monument,4,192.98,131.7,0.0,903.62,Phone,ResortGuest,No,Clear
TN000574,2025-09-23,15:10:00,Monument,4,87.29,111.13,0.0,460.29,Sales/Events,Group,No,Clear
TN000575,2025-11-01,12:20:00,Monument,3,162.03,93.42,168.06,747.57,Online,Member,No,Clear
TN000576,2025-01-17,15:20:00,Monument,2,184.53,61.04,0.0,430.1,Phone,Public,No,Clear
TN000577,2025-03-22,12:10:00,Monument,4,236.32,136.87,0.0,1082.15,Phone,Public,No,Clear
TN000578,2025-03-12,06:40:00,Pinnacle,3,262.69,98.56,0.0,886.63,Phone,ResortGuest,No,Windy
TN000579,2025-01-03,07:50:00,Monument,3,222.04,92.61,108.85,867.58,Phone,Member,No,Clear
TN000580,2025-05-04,13:00:00,Monument,4,110.54,135.89,254.52,832.57,Phone,ResortGuest,No,Clear
TN000581,2025-12-15,06:50:00,Monument,2,284.55,68.14,0.0,0.0,Online,Public,Yes,Cloudy
TN000582,2025-12-05,12:20:00,Monument,3,229.98,99.09,0.0,789.03,Online,Public,No,Clear
TN000583,2025-07-06,14:00:00,Pinnacle,2,127.04,67.14,0.0,0.0,Phone,Public,Yes,Clear
TN000584,2025-05-17,12:10:00,Monument,3,112.54,101.12,0.0,438.74,Phone,Public,No,Clear
TN000585,2025-02-28,11:20:00,Pinnacle,4,230.74,131.31,0.0,1054.27,Online,ResortGuest,No,Clear
TN000586,2025-02-28,08:10:00,Pinnacle,4,250.6,124.96,0.0,1127.36,Phone,Member,No,Clear
TN000587,2025-10-19,11:40:00,Pinnacle,3,217.47,98.36,162.06,912.83,Online,Public,No,Clear
TN000588,2025-03-15,14:30:00,Monument,4,191.72,127.25,0.0,894.13,Phone,Public,No,Clear
TN000589,2025-03-21,07:40:00,Monument,4,249.01,128.96,0.0,1125.0,Online,Group,No,Clear
TN000590,2025-11-09,06:50:00,Pinnacle,3,303.46,100.31,133.13,1143.82,Online,Public,No,Clear
TN000591,2025-04-12,08:40:00,Pinnacle,3,184.61,95.49,0.0,649.32,Online,Member,No,Clear
TN000592,2025-07-04,14:00:00,Pinnacle,3,112.3,106.02,146.14,589.06,Online,Public,No,Clear
TN000593,2025-12-21,11:40:00,Pinnacle,4,230.6,136.76,0.0,1059.16,Phone,ResortGuest,No,Clear
TN000594,2025-11-01,09:10:00,Pinnacle,4,208.63,126.17,185.84,1146.53,Online,Member,No,Windy
TN000595,2025-02-02,08:20:00,Pinnacle,4,253.24,122.29,149.16,1284.41,Online,Member,No,Cloudy
TN000596,2025-08-09,10:00:00,Monument,2,117.08,68.54,120.72,423.42,Phone,ResortGuest,No,Clear
TN000597,2025-10-27,06:30:00,Monument,3,230.4,101.57,0.0,792.77,Online,Public,No,Clear
TN000598,2025-06-01,07:30:00,Pinnacle,3,139.8,92.34,0.0,511.74,Phone,Group,No,Clear
TN000599,2025-07-15,12:20:00,Pinnacle,4,124.11,132.57,0.0,629.01,Phone,Public,No,Cloudy
TN000600,2025-06-16,14:40:00,Pinnacle,3,108.0,93.16,0.0,417.16,Walk-up,Public,No,Clear
TN000601,2025-11-18,07:40:00,Pinnacle,2,293.76,69.87,45.41,702.8,Phone,Public,No,Clear
TN000602,2025-03-23,12:30:00,Monument,2,220.73,66.86,66.35,574.67,Online,Public,No,Clear
TN000603,2025-03-09,10:00:00,Monument,4,227.9,124.65,177.71,1213.96,Phone,Group,No,Clear
TN000604,2025-07-23,13:40:00,Pinnacle,3,116.61,100.82,0.0,450.65,Online,Public,No,Rain
TN000605,2025-02-22,10:20:00,Monument,3,249.11,100.6,0.0,847.93,Online,Public,No,Clear
TN000606,2025-11-28,11:40:00,Monument,4,257.06,131.13,0.0,1159.37,Walk-up,Public,No,Clear
TN000607,2025-12-08,07:50:00,Monument,4,262.84,128.91,198.54,1378.81,Online,Group,No,Cloudy
TN000608,2025-08-29,14:20:00,Pinnacle,2,98.78,62.2,0.0,259.76,Phone,ResortGuest,No,Clear
TN000609,2025-01-14,09:10:00,Monument,3,191.32,95.46,0.0,669.42,Online,Member,No,Clear
TN000610,2025-02-11,06:30:00,Monument,4,244.75,128.72,0.0,1107.72,Sales/Events,Group,No,Cloudy
TN000611,2025-06-29,15:20:00,Pinnacle,4,100.15,125.7,0.0,526.3,Walk-up,Public,No,Clear
TN000612,2025-03-17,08:10:00,Pinnacle,3,264.2,98.18,75.19,965.97,Online,ResortGuest,No,Clear
TN000613,2025-02-28,07:00:00,Pinnacle,2,249.49,61.54,0.0,560.52,Online,Member,No,Clear
TN000614,2025-12-13,08:10:00,Pinnacle,4,266.52,126.67,205.29,1398.04,Sales/Events,Group,No,Windy
TN000615,2025-05-18,09:40:00,Monument,4,146.77,136.61,146.03,869.72,Phone,Public,No,Clear
TN000616,2025-01-10,09:50:00,Pinnacle,3,252.11,99.29,0.0,855.62,Walk-up,Public,No,Cloudy
TN000617,2025-06-06,11:50:00,Monument,4,101.55,125.57,0.0,531.77,Walk-up,Member,No,Clear
TN000618,2025-10-18,14:30:00,Monument,3,117.88,87.74,0.0,441.38,Phone,Member,No,Cloudy
TN000619,2025-11-08,09:40:00,Pinnacle,4,216.86,127.31,0.0,994.75,Online,Member,No,Clear
TN000620,2025-12-18,09:30:00,Pinnacle,4,291.0,136.54,0.0,1300.54,Online,Public,No,Clear
TN000621,2025-11-23,07:30:00,Monument,1,304.06,40.0,47.39,391.45,Online,Public,No,Clear
TN000622,2025-11-21,13:40:00,Pinnacle,3,214.26,104.68,0.0,747.46,Online,Public,No,Clear
TN000623,2025-04-27,07:30:00,Pinnacle,3,231.38,98.36,0.0,0.0,Concierge,ResortGuest,Yes,Rain
TN000624,2025-03-23,10:40:00,Monument,3,266.01,99.4,153.63,1051.06,Phone,Public,No,Clear
TN000625,2025-06-28,13:00:00,Pinnacle,2,127.8,69.17,48.82,373.59,Phone,Public,No,Clear
TN000626,2025-09-28,14:40:00,Pinnacle,3,85.55,86.88,155.14,498.67,Phone,Member,No,Clear
TN000627,2025-04-27,13:10:00,Monument,3,181.53,104.75,142.78,792.12,Phone,Public,No,Clear
TN000628,2025-05-31,14:30:00,Pinnacle,3,106.3,94.69,111.63,525.22,Online,Public,No,Clear
TN000629,2025-06-30,08:10:00,Pinnacle,3,171.37,102.95,0.0,617.06,Online,Public,No,Clear
TN000630,2025-01-11,08:00:00,Monument,3,294.59,102.81,0.0,0.0,Online,Public,Yes,Cloudy
TN000631,2025-12-06,11:30:00,Monument,3,224.01,104.02,51.08,827.13,Concierge,ResortGuest,No,Clear
TN000632,2025-11-10,07:00:00,Monument,3,300.85,102.37,150.11,1155.03,Walk-up,Public,No,Cloudy
TN000633,2025-02-02,13:40:00,Pinnacle,3,226.53,103.4,0.0,782.99,Online,Public,No,Clear
TN000634,2025-10-12,11:40:00,Pinnacle,4,220.51,140.49,81.32,1103.85,Online,Public,No,Clear
TN000635,2025-07-19,09:10:00,Pinnacle,4,145.32,133.89,0.0,715.17,Online,Public,No,Clear
TN000636,2025-09-20,13:30:00,Monument,2,119.19,65.72,0.0,304.1,Online,Public,No,Clear
TN000637,2025-01-04,09:00:00,Pinnacle,3,306.55,103.91,74.82,1098.38,Online,Public,No,Clear
TN000638,2025-06-28,12:20:00,Monument,3,108.84,100.06,95.66,522.24,Concierge,ResortGuest,No,Clear
TN000639,2025-03-02,11:30:00,Monument,3,259.43,100.12,0.0,878.41,Phone,Public,No,Clear
TN000640,2025-02-12,06:50:00,Pinnacle,3,229.46,96.33,0.0,784.71,Phone,Member,No,Clear
TN000641,2025-11-22,08:10:00,Monument,4,213.69,124.18,0.0,978.94,Online,Member,No,Clear
TN000642,2025-04-05,13:40:00,Pinnacle,3,179.34,102.96,134.89,775.87,Online,Public,No,Clear
TN000643,2025-08-03,11:30:00,Monument,2,111.68,68.09,0.0,291.45,Phone,ResortGuest,No,Rain
TN000644,2025-06-02,08:00:00,Pinnacle,3,160.41,106.06,0.0,587.29,Phone,Public,No,Clear
TN000645,2025-09-21,08:50:00,Pinnacle,2,165.73,66.3,0.0,397.76,Phone,Public,No,Cloudy
TN000646,2025-06-29,11:30:00,Monument,4,110.83,138.22,173.88,755.42,Phone,ResortGuest,No,Clear
TN000647,2025-01-10,12:30:00,Pinnacle,4,215.61,131.73,0.0,994.17,Online,Public,No,Clear
TN000648,2025-02-23,11:30:00,Monument,2,265.64,66.01,72.44,669.73,Phone,Public,No,Clear
TN000649,2025-01-16,11:50:00,Monument,3,250.9,105.83,179.93,1038.46,Phone,Public,No,Clear
TN000650,2025-03-09,10:00:00,Pinnacle,3,200.81,92.22,0.0,694.65,Online,Member,No,Clear
TN000651,2025-03-12,07:40:00,Monument,3,320.2,104.53,0.0,1065.13,Online,Public,No,Clear
TN000652,2025-06-29,08:30:00,Monument,2,133.19,64.99,0.0,331.37,Walk-up,Member,No,Clear
TN000653,2025-07-19,12:30:00,Monument,4,97.78,124.33,0.0,515.45,Sales/Events,Group,No,Clear
TN000654,2025-12-27,12:40:00,Monument,2,220.35,67.89,0.0,508.59,Online,Public,No,Clear
TN000655,2025-02-04,08:50:00,Pinnacle,2,242.63,63.66,0.0,548.92,Online,Member,No,Windy
TN000656,2025-12-18,11:20:00,Monument,4,208.53,126.89,0.0,961.01,Phone,Member,No,Windy
TN000657,2025-08-24,12:10:00,Monument,4,101.19,132.47,0.0,537.23,Concierge,ResortGuest,No,Clear
TN000658,2025-03-17,07:20:00,Monument,4,218.49,129.84,0.0,1003.8,Online,Member,No,Clear
TN000659,2025-11-23,08:30:00,Monument,4,245.1,133.06,153.86,1267.32,Phone,ResortGuest,No,Cloudy
TN000660,2025-01-12,09:10:00,Monument,3,210.62,91.16,99.11,822.13,Sales/Events,Group,No,Clear
TN000661,2025-02-02,07:50:00,Pinnacle,2,306.21,69.15,84.38,765.95,Online,Public,No,Cloudy
TN000662,2025-10-25,13:30:00,Monument,2,169.01,68.34,48.94,455.3,Online,Public,No,Clear
TN000663,2025-03-09,07:40:00,Monument,3,229.52,93.37,92.88,874.81,Online,Member,No,Clear
TN000664,2025-01-16,12:30:00,Pinnacle,2,180.18,63.7,76.26,500.32,Online,Member,No,Clear
TN000665,2025-12-01,07:10:00,Pinnacle,3,250.25,93.21,137.44,981.4,Online,Member,No,Cloudy
TN000666,2025-11-02,12:00:00,Pinnacle,4,270.3,140.46,133.27,1354.93,Phone,Public,No,Windy
TN000667,2025-12-29,10:30:00,Pinnacle,3,271.31,105.63,47.48,967.04,Online,Public,No,Clear
TN000668,2025-03-01,07:30:00,Pinnacle,1,339.11,40.0,31.68,410.79,Online,Public,No,Clear
TN000669,2025-02-15,06:40:00,Monument,3,266.26,100.85,0.0,899.63,Phone,ResortGuest,No,Cloudy
TN000670,2025-07-19,14:00:00,Monument,4,108.0,138.62,114.08,684.7,Online,Public,No,Cloudy
TN000671,2025-02-27,06:50:00,Monument,1,309.23,40.0,0.0,0.0,Walk-up,Public,Yes,Windy
TN000672,2025-12-13,10:10:00,Pinnacle,2,205.35,61.41,78.95,551.06,Online,Member,No,Clear
TN000673,2025-03-31,10:40:00,Monument,4,241.08,136.23,0.0,1100.55,Concierge,ResortGuest,No,Clear
TN000674,2025-05-30,07:00:00,Monument,3,132.64,96.93,0.0,494.85,Walk-up,Member,No,Clear
TN000675,2025-01-03,12:30:00,Pinnacle,3,248.65,104.56,0.0,850.51,Online,Public,No,Clear
TN000676,2025-12-06,10:00:00,Pinnacle,4,205.07,129.83,0.0,950.11,Online,Member,No,Clear
TN000677,2025-05-03,08:30:00,Pinnacle,3,150.84,101.06,0.0,553.58,Concierge,ResortGuest,No,Windy
TN000678,2025-09-06,08:10:00,Monument,2,159.29,68.27,89.98,476.83,Online,Public,No,Clear
TN000679,2025-09-25,07:30:00,Monument,4,158.66,133.72,220.94,989.3,Online,Public,No,Clear
TN000680,2025-12-21,08:30:00,Monument,3,285.74,105.52,100.58,1063.32,Walk-up,Public,No,Clear
TN000681,2025-08-03,06:50:00,Monument,3,154.47,104.48,109.14,677.03,Online,Public,No,Clear
TN000682,2025-04-22,13:40:00,Pinnacle,4,188.55,137.94,129.21,1021.35,Online,Public,No,Clear
TN000683,2025-08-24,09:00:00,Pinnacle,4,166.37,141.16,0.0,806.64,Online,Public,No,Clear
TN000684,2025-10-18,08:40:00,Monument,3,198.27,96.0,0.0,690.81,Phone,Member,No,Clear
TN000685,2025-02-13,11:20:00,Monument,3,213.74,95.33,126.67,863.22,Sales/Events,Group,No,Clear
TN000686,2025-04-12,09:10:00,Monument,3,216.05,103.68,82.67,834.5,Online,Public,No,Cloudy
TN000687,2025-01-11,07:50:00,Monument,3,269.6,99.38,149.25,1057.43,Online,ResortGuest,No,Clear
TN000688,2025-03-27,09:00:00,Pinnacle,3,327.37,98.84,147.78,1228.73,Online,Public,No,Windy
TN000689,2025-11-22,15:30:00,Pinnacle,3,152.61,85.74,73.01,616.58,Online,Member,No,Clear
TN000690,2025-08-17,13:30:00,Monument,3,88.96,97.35,156.77,521.0,Online,Member,No,Cloudy
TN000691,2025-12-30,13:30:00,Monument,2,157.15,61.28,0.0,375.58,Walk-up,Member,No,Clear
TN000692,2025-03-12,08:20:00,Monument,3,279.48,101.8,87.9,1028.14,Online,Public,No,Clear
TN000693,2025-04-14,14:00:00,Pinnacle,4,154.73,126.94,154.67,900.53,Phone,Group,No,Cloudy
TN000694,2025-09-30,11:30:00,Pinnacle,4,122.5,139.25,0.0,629.25,Phone,ResortGuest,No,Clear
TN000695,2025-05-27,10:20:00,Pinnacle,3,141.33,98.35,0.0,0.0,Online,Public,Yes,Clear
TN000696,2025-02-15,11:10:00,Pinnacle,3,238.64,100.81,0.0,816.73,Phone,ResortGuest,No,Clear
TN000697,2025-02-01,07:30:00,Pinnacle,4,271.7,139.96,0.0,1226.76,Online,ResortGuest,No,Cloudy
TN000698,2025-03-22,07:00:00,Pinnacle,2,321.42,67.65,101.21,811.7,Online,Public,No,Clear
TN000699,2025-08-17,09:00:00,Monument,2,161.61,67.72,0.0,390.94,Online,Public,No,Cloudy
TN000700,2025-07-05,15:00:00,Monument,3,100.85,92.62,89.96,485.13,Online,Public,No,Cloudy
TN000701,2025-10-26,11:50:00,Pinnacle,4,201.93,136.42,134.54,1078.68,Phone,ResortGuest,No,Clear
TN000702,2025-02-03,08:40:00,Monument,4,248.53,129.16,90.4,1213.68,Online,Member,No,Clear
TN000703,2025-02-25,08:00:00,Monument,4,221.88,127.18,137.7,1152.4,Online,Member,No,Clear
TN000704,2025-03-29,08:00:00,Monument,3,250.2,97.08,0.0,847.68,Phone,Member,No,Clear
TN000705,2025-11-23,08:30:00,Pinnacle,4,267.93,136.98,0.0,1208.7,Online,ResortGuest,No,Clear
TN000706,2025-12-08,11:30:00,Pinnacle,3,248.67,100.42,0.0,846.43,Phone,Public,No,Clear
TN000707,2025-03-17,13:20:00,Monument,3,202.64,104.88,46.1,758.9,Online,Public,No,Clear
TN000708,2025-02-10,08:00:00,Monument,3,304.35,97.92,0.0,1010.97,Online,Public,No,Clear
TN000709,2025-07-19,07:40:00,Pinnacle,4,136.73,129.86,187.33,864.11,Sales/Events,Group,No,Windy
TN000710,2025-01-21,08:50:00,Pinnacle,4,335.59,131.15,0.0,1473.51,Online,Public,No,Cloudy
TN000711,2025-11-22,07:20:00,Monument,3,229.03,93.91,131.44,912.44,Phone,Member,No,Clear
TN000712,2025-02-23,10:30:00,Pinnacle,3,265.7,105.43,95.25,997.78,Online,Public,No,Clear
TN000713,2025-11-22,07:40:00,Monument,3,318.85,104.6,161.24,1222.39,Walk-up,Public,No,Cloudy
TN000714,2025-07-12,14:00:00,Pinnacle,3,123.16,103.89,119.47,592.84,Online,Public,No,Clear
TN000715,2025-04-05,06:40:00,Monument,4,250.38,138.06,210.1,1349.68,Online,Public,No,Clear
TN000716,2025-03-09,10:00:00,Monument,4,204.33,124.87,164.83,1107.02,Phone,Group,No,Clear
TN000717,2025-11-29,11:00:00,Pinnacle,3,265.73,99.71,78.44,975.34,Online,Public,No,Cloudy
TN000718,2025-12-12,06:30:00,Pinnacle,2,311.93,67.08,73.11,764.05,Online,Public,No,Clear
TN000719,2025-03-31,08:10:00,Monument,3,304.71,98.6,47.94,1060.67,Online,Public,No,Clear
TN000720,2025-01-31,07:30:00,Pinnacle,3,329.77,103.51,125.91,1218.73,Online,Public,No,Cloudy
TN000721,2025-12-04,10:50:00,Monument,4,222.78,122.0,164.96,1178.08,Sales/Events,Group,No,Clear
TN000722,2025-12-29,15:00:00,Pinnacle,4,184.03,125.03,0.0,861.15,Phone,ResortGuest,No,Clear
TN000723,2025-01-12,10:40:00,Pinnacle,3,218.64,96.44,73.76,826.12,Phone,Member,No,Clear
TN000724,2025-03-30,11:30:00,Pinnacle,3,207.99,91.14,0.0,715.11,Online,Member,No,Clear
TN000725,2025-07-20,07:40:00,Pinnacle,3,156.8,104.0,0.0,574.4,Online,Public,No,Cloudy
TN000726,2025-01-07,07:30:00,Pinnacle,4,247.33,129.82,229.55,1348.69,Online,Member,No,Clear
TN000727,2025-03-25,12:00:00,Pinnacle,3,280.14,105.21,0.0,945.63,Online,Public,No,Cloudy
TN000728,2025-03-29,07:50:00,Monument,3,319.59,102.42,0.0,1061.19,Walk-up,Public,No,Clear
TN000729,2025-05-01,15:50:00,Monument,3,94.22,92.9,67.01,442.57,Online,Public,No,Clear
TN000730,2025-04-26,07:20:00,Pinnacle,2,247.74,66.3,63.12,624.9,Phone,Public,No,Clear
TN000731,2025-06-12,15:00:00,Monument,4,85.0,108.39,0.0,448.39,Walk-up,Member,No,Clear
TN000732,2025-03-27,09:20:00,Monument,4,186.45,125.95,202.82,1074.57,Online,Member,No,Clear
TN000733,2025-06-14,09:50:00,Monument,3,135.24,103.82,0.0,509.54,Online,Public,No,Windy
TN000734,2025-03-13,09:30:00,Monument,2,247.27,69.6,76.02,640.16,Online,Public,No,Clear
TN000735,2025-04-24,12:20:00,Monument,4,175.44,139.82,0.0,841.58,Phone,Public,No,Clear
TN000736,2025-01-22,10:40:00,Pinnacle,3,260.51,105.25,102.45,989.23,Phone,Public,No,Clear
TN000737,2025-04-15,11:00:00,Pinnacle,2,220.09,68.17,38.73,547.08,Online,Public,No,Cloudy
TN000738,2025-10-05,10:30:00,Monument,4,191.96,141.24,0.0,909.08,Online,Public,No,Clear
TN000739,2025-10-01,08:00:00,Pinnacle,4,248.53,136.16,0.0,1130.28,Online,Public,No,Rain
TN000740,2025-04-20,11:10:00,Pinnacle,2,226.88,67.57,111.72,633.05,Online,Public,No,Cloudy
TN000741,2025-11-19,07:30:00,Monument,4,229.05,129.69,65.2,1111.09,Sales/Events,Group,No,Clear
TN000742,2025-01-04,10:00:00,Monument,4,212.59,127.43,89.76,1067.55,Online,Member,No,Clear
TN000743,2025-02-15,07:10:00,Pinnacle,3,229.35,94.1,134.41,916.56,Online,Member,No,Clear
TN000744,2025-02-16,08:50:00,Pinnacle,4,330.92,137.7,0.0,0.0,Walk-up,Public,Yes,Cloudy
TN000745,2025-08-30,15:10:00,Monument,4,85.0,110.21,141.24,591.45,Sales/Events,Group,No,Clear
TN000746,2025-10-11,08:30:00,Pinnacle,4,178.97,124.11,154.47,994.46,Phone,Member,No,Clear
TN000747,2025-03-24,13:10:00,Monument,3,172.64,96.19,0.0,614.11,Online,Member,No,Cloudy
TN000748,2025-08-03,11:30:00,Pinnacle,4,103.94,125.88,0.0,0.0,Online,Member,Yes,Rain
TN000749,2025-11-26,08:50:00,Pinnacle,2,327.61,69.89,0.0,725.11,Phone,Public,No,Clear
TN000750,2025-01-19,07:10:00,Monument,3,280.02,105.28,0.0,0.0,Online,Public,Yes,Clear
TN000751,2025-06-01,13:10:00,Pinnacle,3,93.37,95.94,152.35,528.4,Online,Member,No,Clear
TN000752,2025-04-04,14:40:00,Pinnacle,4,156.19,119.02,0.0,0.0,Walk-up,Public,Yes,Clear
TN000753,2025-06-07,06:50:00,Monument,3,166.49,102.35,0.0,601.82,Online,Public,No,Clear
TN000754,2025-08-23,08:10:00,Monument,2,165.3,68.97,0.0,399.57,Online,Public,No,Rain
TN000755,2025-03-15,11:00:00,Pinnacle,3,267.81,99.37,130.39,1033.19,Online,Public,No,Clear
TN000756,2025-01-23,13:50:00,Pinnacle,3,232.07,105.13,0.0,801.34,Online,Public,No,Clear
TN000757,2025-12-21,07:50:00,Monument,4,246.28,127.68,0.0,1112.8,Phone,Group,No,Cloudy
TN000758,2025-10-07,12:40:00,Pinnacle,4,175.38,138.38,151.75,991.65,Online,Public,No,Clear
TN000759,2025-11-15,15:00:00,Pinnacle,3,150.38,84.74,169.1,704.98,Phone,Member,No,Cloudy
TN000760,2025-02-08,08:30:00,Pinnacle,3,329.47,101.03,0.0,1089.44,Online,Public,No,Clear
TN000761,2025-10-26,08:50:00,Pinnacle,2,263.63,68.49,57.51,653.26,Online,Public,No,Clear
TN000762,2025-12-09,11:10:00,Monument,4,216.29,126.47,74.33,1065.96,Online,Member,No,Clear
TN000763,2025-04-05,12:50:00,Monument,3,138.97,97.05,0.0,513.96,Online,Member,No,Clear
TN000764,2025-02-23,07:30:00,Pinnacle,2,326.56,67.2,0.0,720.32,Walk-up,Public,No,Clear
